id,title,category,facts,decision_summary,court,year,provisions
25,The business of the respondent club was to run race meetings on a commercial sca,police_related,"The business of the respondent club was to run race meetings on a commercial scale. The club did not own any horse, and therefore did not employ jockeys.","it was a matter of some importance to the club that there were jockeys of requisite skill and experience in sufficient numbers who would be available to the owners and trainers because otherwise the running of the race meetings would not be commercially profitable and its interest would suffer and it might have had to abandon its business if it did not take steps to make jockeys of the necessary calibre available. Therefore it established a school for the training of Indian boys as jockeys and claimed the sums spent on the running of the school as deductable amount under section 10 (2)(XV) of the Indian Income Tax Act. The question was whether in the circumstances of the case the expenditure claimed was one which was wholly and exclusively laid out for the purpose of the respondent 's business. Held, that any expenditure which was incurred for preventing the extinction of a business would be expenditure wholly and exclusively laid opt for the purpose of the business of the assessee and would be an allowable deduction. In the instant case the amount in dispute was laid out wholly and exclusively for the purpose of the respondent 's business, because if the supply of jockeys of requisite efficiency and skill failed, the business of the respondent would no longer be possible. Eastern Investments Ltd. vs Commissioner of Income tax, West Bengal, ; and Commissioner of Income tax vs Chandulal Keshavlal & Co., ; relied on, British Insulated and Helsby Cables vs Atherton, [1926] A. C. 205, Morgan vs Tate & Lyle Ltd., and Boarland vs Kramat Pulai Ltd., , discussed. Strong & Co. vs Woodifield, ; and Smith vs Incorporated Council of Law Reporting, , referred to. Ward & Co. Ltd. vs Commissioner of Taxes, [1923] A. C. 145, distinguished.",,1958,
26,The appellant who was carrying on business in food grains in partnership with an,police_related,The appellant who was carrying on business in food grains in partnership with another person submitted the returns of the income of the firm for the accounting years even after his partner 's death. It was found that certain income of the firm was concealed and the Income tax Officer not only assessed the firm to tax for the suppressed income but also imposed penalties for concealing the said income.,"Appeals to the higher income tax authorities failed and the appellant then applied to the High Court for a writ of certiorari quashing the orders of assessment and imposition of penalty on the ground inter alia that the firm was dissolved by his partner 's death and no penalty could be imposed after dissolution of the firm, The High Court rejected the petition. On appeal with the certificate of the High Court, Held, that by virtue of section 44 and other provisions of the Income Tax Act a partner of a dissolved partnership firm may not only be made liable to assessment for income tax for the accounting years but despite dissolution of the firm he may be made liable to pay penalty for concealing the income of the firm under section 28(1)(c) of the Act. The analogy of dissolution of a Hindu joint Family does not apply to dissolution of a partnership. Mareddi Krishna Reddy vs Income tax Officer, Tenali, , approved. Commissioner of Income tax vs Ravalaseema Oil Mills, and section V. Veerappan Chettiar vs Commissioner of Income tax, Madras, , disapproved. Mahankali Subbarao vs Commissioner of Income tax, , distinguished. The Legislature intended that the provisions of Ch. IV of the Act shall apply to a firm even after discontinuance of its business. In interpreting a fiscal statute the Court cannot proceed to make good deficiencies if there be any. In case of doubt it should be interpreted in favour of the tax payer. The expression ""assessment"" has different connotations an has been used in its widest connotation in Ch. IV and section 44 97 766 he Act. It is not restricted only to computation of tax but includes imposition of penalty on tax payers found in the process of assessment guilty of concealing income. Commissioner of Income tax, Bombay Presidency and Aden vs Khemchand Ramdas, , referred to. The Income tax Act provided a complete machinery for obtaining relief against improper orders passed by the Income tax Authorities and the appellant could not be permitted to abandon that machinery, and invoke the jurisdiction of the High Court under article 226 of the Constitution against the orders of the taxing authorities.",,1958,
27,The business of the respondent club was to run race meetings on a commercial sca,police_related,"The business of the respondent club was to run race meetings on a commercial scale. The club did not own any horse, and therefore did not employ jockeys.","it was a matter of some importance to the club that there were jockeys of requisite skill and experience in sufficient numbers who would be available to the owners and trainers because otherwise the running of the race meetings would not be commercially profitable and its interest would suffer and it might have had to abandon its business if it did not take steps to make jockeys of the necessary calibre available. Therefore it established a school for the training of Indian boys as jockeys and claimed the sums spent on the running of the school as deductable amount under section 10 (2)(XV) of the Indian Income Tax Act. The question was whether in the circumstances of the case the expenditure claimed was one which was wholly and exclusively laid out for the purpose of the respondent 's business. Held, that any expenditure which was incurred for preventing the extinction of a business would be expenditure wholly and exclusively laid opt for the purpose of the business of the assessee and would be an allowable deduction. In the instant case the amount in dispute was laid out wholly and exclusively for the purpose of the respondent 's business, because if the supply of jockeys of requisite efficiency and skill failed, the business of the respondent would no longer be possible. Eastern Investments Ltd. vs Commissioner of Income tax, West Bengal, ; and Commissioner of Income tax vs Chandulal Keshavlal & Co., ; relied on, British Insulated and Helsby Cables vs Atherton, [1926] A. C. 205, Morgan vs Tate & Lyle Ltd., and Boarland vs Kramat Pulai Ltd., , discussed. Strong & Co. vs Woodifield, ; and Smith vs Incorporated Council of Law Reporting, , referred to. Ward & Co. Ltd. vs Commissioner of Taxes, [1923] A. C. 145, distinguished.",,1958,
28,In a civil suit the respondent obtained a decree against his employer the appell,police_related,"In a civil suit the respondent obtained a decree against his employer the appellant company for a sum which included com pensation for wrongful termination of his service, arrears of salary, interest and costs of the suit, and then applied for execution of the decree. The Income tax Officer served a notice upon the respondent under section 46 of the Indian Income tax Act and applied to the District Judge that the appellant be permitted to deduct at source the income tax, surcharge and super tax on the sum awarded to the respondent and pay the same in the Government Treasury.","The appellant company also moved the executing court for a declaration that they were entitled and bound to deduct the tax due on the amount. The District judge directed the appellant company to pay the income tax and super tax to the Income Tax Department and pay the balance in Court together with a receipt for the income tax paid. In appeal the High Court reversed the order of the District judge and directed the execution of the decree as claimed by the respondent. On appeal by the appellant company, Held, that as no tax was assessed against the respondent the Income Tax Officer could not issue a notice under section 46(5) requiring the appellant company to deduct tax from the decretal amount. A substantial part of the decretal amount did not represent salary"" of the respondent: it consisted of compensation for wrongful termination of the respondent 's service, salary in lieu of six months ' notice, interest and costs of the suit. It was a judgment debt and no provision for payment of income tax was made in the decree which was liable to be executed as prayed by the respondent. The appellant company was not therefore entitled or bound to deduct income tax under section 18 sub section
(2) of the Act.",,1959,
29,The appellant who had agricultural income from his Zamindari was assessed to inc,police_related,"The appellant who had agricultural income from his Zamindari was assessed to income tax for the four assessment years, 1944 45, to 1947 48. The income tax authorities did not include in his assessable income, interest received by him on arrears of rent, in view of a decision of the Patna High Court, but subsequently this view of law was reversed by the Privy Council.","On August 8, 1948, the Income tax Officer issued notices under section 34of the Indian Income tax Act, 1922, for assessing the escaped income. Before the notices were issued the Income tax Officer had not put the matter before the Commissioner for his approval as the section then did not require it and the assessments were completed on those notices. In the meantime, certain amendments were made to the Indian Income tax Act by Act 48 of 1948, which received the assent of the Governor General on September 8, 1948. The Amending Act substituted a new section in place of section 34, which among other changes, added a proviso to the effect that ""the Income tax Officer shall not issue a notice. unless he has recorded his reasons for doing so and the Commissioner is satisfied on such reasons that it is a fit case for the issue of such notice"", and also made it retrospective by providing that the new section ""shall be deemed to have come into force on the 30th day of March, 1948"". The question was whether the notices issued by the Income tax Officer on August 8, 1948, without the approval of the Commissioner, were rendered void by reason of the operation of the amended section 34. The Commissioner claimed that section 6 of the , saved the assessments as well as the notices. Held, that section 6 of the , was in applicable as the Amending Act of 1948 indicated a different intention within the meaning of that section, inasmuch as the amended section 34 of the Indian Income tax Act, 1922, provided that it shall be deemed to have come into force on March 30, 1948. Lemm vs Mitchell, ; , distinguished, 761 Held, further, that the notices issued by the Income tax Officer on August 8, 1948, and the assessments based on them were invalid. Venkatachalam vs Bombay Dyeing & Mfg. Co., Ltd., ; , applied.",,1957,
30,The appellant who had agricultural income from his Zamindari was assessed to inc,police_related,"The appellant who had agricultural income from his Zamindari was assessed to income tax for the four assessment years, 1944 45, to 1947 48. The income tax authorities did not include in his assessable income, interest received by him on arrears of rent, in view of a decision of the Patna High Court, but subsequently this view of law was reversed by the Privy Council.","On August 8, 1948, the Income tax Officer issued notices under section 34of the Indian Income tax Act, 1922, for assessing the escaped income. Before the notices were issued the Income tax Officer had not put the matter before the Commissioner for his approval as the section then did not require it and the assessments were completed on those notices. In the meantime, certain amendments were made to the Indian Income tax Act by Act 48 of 1948, which received the assent of the Governor General on September 8, 1948. The Amending Act substituted a new section in place of section 34, which among other changes, added a proviso to the effect that ""the Income tax Officer shall not issue a notice. unless he has recorded his reasons for doing so and the Commissioner is satisfied on such reasons that it is a fit case for the issue of such notice"", and also made it retrospective by providing that the new section ""shall be deemed to have come into force on the 30th day of March, 1948"". The question was whether the notices issued by the Income tax Officer on August 8, 1948, without the approval of the Commissioner, were rendered void by reason of the operation of the amended section 34. The Commissioner claimed that section 6 of the , saved the assessments as well as the notices. Held, that section 6 of the , was in applicable as the Amending Act of 1948 indicated a different intention within the meaning of that section, inasmuch as the amended section 34 of the Indian Income tax Act, 1922, provided that it shall be deemed to have come into force on March 30, 1948. Lemm vs Mitchell, ; , distinguished, 761 Held, further, that the notices issued by the Income tax Officer on August 8, 1948, and the assessments based on them were invalid. Venkatachalam vs Bombay Dyeing & Mfg. Co., Ltd., ; , applied.",,1957,
31,"The appellants, who were dealers in Cotton yarn, obtained a license under the Ma",police_related,"The appellants, who were dealers in Cotton yarn, obtained a license under the Madras General Sales Tax Act, 1939 (IX of 1939). Section 5 of that Act exempted such dealers from pay ment of sales tax under section 3 of the Act subject to such restrictions and conditions as might be prescribed, including the conditions as to licenses and license fees.","Section 13 required a licensee to keep and maintain true and correct accounts of the value of the goods sold and paid by him. Rule 5 of the General Sales Tax Rules provided that any person seeking exemption under section 5 of the Act must apply for license in Form 1 which made the license subject to the provisions of the Act and the rules made thereunder. The appellants on surprise inspection were found to maintain two separate sets of accounts, on the basis of one of which they submitted their returns and the other 737 showed black market activities. The question for determination in the appeal was whether the appellants who had been refused exemption and were assessed to tax, could claim exemption under the Act. Held, that the question must be answered in the negative. Section 5 of the Madras General Sales Tax Act, 1939, pro perly construed, leaves no manner of doubt that an exemption from assessment thereunder is clearly conditional upon the observance by the assessee of the conditions and restrictions imposed by the Act, either in the rules or in the license itself, and the words 'subject to ' used by the section means ""conditional upon"". It was not correct to say that licensee was exempt from assessment so long as he held the license notwithstanding any breach of the provision of the law and that the only penalty he could be subjected to was the cancellation of his license or criminal prosecution.",,1958,
32,A who was the Dewan of the State of Bhavnagar before responsible government was ,police_related,"A who was the Dewan of the State of Bhavnagar before responsible government was introduced in the State, was granted a monthly pension of Rs. 2,000 by the Maharaja of the State by an order dated January 15, 1948.","On March 1, 1948 the State of Bhavnagar was merged in the United States of Saurashtra and the Maharajah ceased to be the Ruler of the State. Subsequently on May 31, 1950, the Maharaja directed his banker in Bombay to pay A a sum of Rs. 5 lakhs out of the amount lying to his credit and when he was asked for instructions as to how that sum was to be entered in the books of account he passed an order on December 27, 1950, to the effect that in consideration of A having rendered loyal and meritorious services the said sum was given to him as a gift and that the amount should be debited to his personal expense account. The liability of the above sum for income tax was raised during the course of the assessment proceedings of A for the year 1951 52, and the assessee produced a letter dated March 10, 1953, written by the Maharajah at the request of the former, as follows: ""I confirm that in June 1950, I gave you a sum of Rs. 5 lakhs which was a gift as a token of my affection and regard for you and your family. . The Income tax Officer held that the amount was liable to income tax under section 7(1), read with explanation (2), of the Indian Income tax Act, 1922. The Appellate Tribunal took into account the two documents dated December 27, 1950, and March 10, 1953, written by the Maharajah and considered that the first which clearly mentioned why the said sum was paid to the assessee, was more reliable for the reason that it was contemporaneous, than the second which was written more than 2 years later and the correctness of which they were not inclined to accept. The Tribunal agreed with the Income tax Officer that the amount was a taxable receipt. Held, (per Kapur and Shah, JJ.; Hidayatullah, J., dissenting), that on the facts of the case the sum of Rs. 5 lakhs was given to the assessee not as a payment in consideration of the services already rendered by him as the Dewan of the State, but merely as a gift in token of the Maharajah 's affection and regard for the assessee, and, therefore, was not liable to be assessed to tax 743 under section 7(1), explanation (2), of the Indian Income tax Act,1922. The Tribunal was in error in treating the document dated December 27, 1950, 'as a contemporaneous document while as a matter of fact it was written six months after the fact of payment, and because of this erroneous approach as a result of which the second letter had been rejected, the finding given by the Tribunal could not be treated as binding on the Court. P. Krishna Menon vs The Commissioner of Income tax, Mysore, Travancore Cochin and Coorg, Bangalore, [1959] Supp. 1 S.C.R. 133, distinguished. Per Hidayatullah, J. The use of the word ""contemporaneous"" to describe the order to the banker meant no more than this that it was earlier in time and very soon after the amount was given. The word ""gift"" did not alter the nature of pay ment; the Maharaja indeed made a gift, as he had stated over again, but the order disclosed that it was by way of remuneration for past services. The Tribunal was within its rights in accepting one piece of evidence in preference to another, and the finding on the evidentiary value of the letter of the Maharaja was a matter essentially for the Tribunal to decide finally. The decision in P. Krishna Menon vs The Commissioner of Income tax, Mysore, Travancore Cochin and Coorg, Bangalore, [1959] Supp. 11 S.C.R. 133, was applicable and concluded the present case.",,1960,
33,"In order to put the sugar industry on a stable footing, for which it was necessa",police_related,"In order to put the sugar industry on a stable footing, for which it was necessary to develop the cane area, the Ruler of the erstwhile Gwalior State by an order dated 27 7 1946 sanctioned the levy of cess of one anna per maund on all sugar cane purchased by the respondent company. When the Government of Madhya Bharat, which was the successor state of the former Gwalior State, made a demand for payment of the cess, the respondent filed a petition before the High Court of Madhya Bharat challenging the legality of the levy on the grounds (1) that the order dated 27 7 1946 was only an executive order and not a law under article 265 of the Constitution of India and that, therefore, there was no authority for the imposition of the cess after January 26, 1950, and (2) that the levy was discriminatory and violated article 14 inasmuch as while the respondent was made liable to pay the cess the other sugar factories in the State were exempt.","It was found that at the time when cess was first levied there was no sugar factory in existence in the Gwalior State other than that of the respondent. Held, that (i) the Ruler of an Indian State was an absolute monarch in which there was no constitutional limitation to act in any manner be liked, he being the supreme legislature, the supreme judiciary and the supreme head of the executive. , Consequently, the order dated 27 7 1946 issued by the Ruler of Gwalior State amounted to a law enacted by him and became an existing law under article 372 of the Constitution of India. The levy of cess was therefore by authority of law within the meaning of article 265; Madhaorao Phalke vs The State of Madhya Bharat, ; , followed. (2) the levy of cess did not contravene article 14 because (a) the object was cane development in the particular area and a geographical classification based upon historical factors was a permissible mode of classification, and (b) a tax could not be struck down as discriminatory unless it was found that it was imposed with a deliberate intention of differentiating between 620 an individual and individual; and particularly, in the instant case, where when cess was first sought to be levied, there was no other sugar factory existing in the State.",,1957,
34,In Mohd.,police_related,"In Mohd. Hanif Quareshi vs The State of Bihar the Supreme Court held that a total ban on the slaughter of bulls, bullocks and she buffaloes after they had ceased to be useful was not in the interests of the general public and was invalid.","Thereafter, the Bihar Legislature passed the Bihar Preservation and Improvement of Animals (Amendment) Act, 1958, the Uttar Pradesh Legislature passed the U. P. Prevention of Cow Slaughter (Amendment) Act, 1958 and the Madhya Pradesh Legislature passed a new Act, the M. P. Agricultural Cattle Preservation Act, 1959. Section 3 of the Bihar Act prohibited the slaughter of a bull, bullock or she buffalo except when it was over 25 years of age and had become useless. Rule 3 of the Bihar Preservation and Improvement of Animals Rules, 1960 prescribed that the certificate for slaughtering an animal could be granted only with the concurrence of the Veterinary Officer and the Chairman or Chief Officer of a District Board, Municipality etc., and if the two differed, then according to the decision of the Sub Divisional Animal Husbandary Officer. Section 3 of the U. P. Act permitted the slaughter of a bull or bullock only if it was over 20 years of age and was permanently unfit. It further provided that the animal could not be slaughtered within 20 days of the grant of 'a certificate that it was fit to be slaughtered and gave a right of appeal to any person aggrieved by the order granting the certificate. Section 4(1)(b) of the Madhya Pradesh Act provided that no bull, bullock or buffallo could be slaughtered except upon a certificate issued by the competent authority and section 4(2)(a) provided that no certificate could be issued unless the animal was over 20 years of age and was unfit for work or breeding. Section 4(3) gave a right of appeal to any person aggrieved by the order of the competent authority. Section 5 provided that no animal 611 shall be slaughtered within 10 days of the date of the issue of the certificate and where an appeal was preferred against the grant of the certificate, till the time such appeal was disposed of. The petitioners, who carried on the profession and trade of butchers, contended that the various provisions of the three Acts set out above infringed their fundamental rights by practically putting a total ban on the slaughter of bulls, bullocks and she buffaloes even after the animal had ceased to be useful and thus virtually put an end to their profession and trade. Held, (i) that the ban on the slaughter of bulls, bullocks and she buffaloes below the age of 20 or 25 years was not a reasonable restriction in the interests of the general public and was void. A bull, bullock or buffalo did not remain useful after 15 years, and whatever little use it may have then was greatly offset by the economic disadvantages of feeding and maintaining unserviceable cattle. The additional condition that the animal must, apart from being above 20 or 25 years of age, also be unfit was a further unreasonable restriction. Section 3 of the Bihar Act, section 3 of the U. P. Act and section 4(2)(a) of the M. P. Act were invalid. (ii) Rule 3 of the Bihar Rules was bad as it imposed dis proportionate restrictions on the rights of the petitioners. The procedure involved such expenditure of money and time as made the obtaining of the certificate not worthwhile. (iii) The provisions in the Uttar Pradesh and Madhya Pradesh Acts providing that the animal shall not be slaughtered within 20 and10 days respectively of the issue of the certificate and that any person aggrieved by the order of the competent authority, may appeal against it, were likely to hold up the slaughter of the animal for a long time and practically put a total ban on slaughter of bulls, bullocks and buffaloes even after they had ceased to be useful. These provisions imposed unreasonable restrictions on the fundamental rights of the petitioners and were void. Mohd. Hanif Quareshi vs The State of Bihar, [1959] S.C.R. 629, State of Madras vs V. G. Row, ; and The State of Bihar vs Maharajadhiraja Sir Kameshwar Singh of Darbhanga, , referred to.",,1959,
35,A who was the Dewan of the State of Bhavnagar before responsible government was ,police_related,"A who was the Dewan of the State of Bhavnagar before responsible government was introduced in the State, was granted a monthly pension of Rs. 2,000 by the Maharaja of the State by an order dated January 15, 1948.","On March 1, 1948 the State of Bhavnagar was merged in the United States of Saurashtra and the Maharajah ceased to be the Ruler of the State. Subsequently on May 31, 1950, the Maharaja directed his banker in Bombay to pay A a sum of Rs. 5 lakhs out of the amount lying to his credit and when he was asked for instructions as to how that sum was to be entered in the books of account he passed an order on December 27, 1950, to the effect that in consideration of A having rendered loyal and meritorious services the said sum was given to him as a gift and that the amount should be debited to his personal expense account. The liability of the above sum for income tax was raised during the course of the assessment proceedings of A for the year 1951 52, and the assessee produced a letter dated March 10, 1953, written by the Maharajah at the request of the former, as follows: ""I confirm that in June 1950, I gave you a sum of Rs. 5 lakhs which was a gift as a token of my affection and regard for you and your family. . The Income tax Officer held that the amount was liable to income tax under section 7(1), read with explanation (2), of the Indian Income tax Act, 1922. The Appellate Tribunal took into account the two documents dated December 27, 1950, and March 10, 1953, written by the Maharajah and considered that the first which clearly mentioned why the said sum was paid to the assessee, was more reliable for the reason that it was contemporaneous, than the second which was written more than 2 years later and the correctness of which they were not inclined to accept. The Tribunal agreed with the Income tax Officer that the amount was a taxable receipt. Held, (per Kapur and Shah, JJ.; Hidayatullah, J., dissenting), that on the facts of the case the sum of Rs. 5 lakhs was given to the assessee not as a payment in consideration of the services already rendered by him as the Dewan of the State, but merely as a gift in token of the Maharajah 's affection and regard for the assessee, and, therefore, was not liable to be assessed to tax 743 under section 7(1), explanation (2), of the Indian Income tax Act,1922. The Tribunal was in error in treating the document dated December 27, 1950, 'as a contemporaneous document while as a matter of fact it was written six months after the fact of payment, and because of this erroneous approach as a result of which the second letter had been rejected, the finding given by the Tribunal could not be treated as binding on the Court. P. Krishna Menon vs The Commissioner of Income tax, Mysore, Travancore Cochin and Coorg, Bangalore, [1959] Supp. 1 S.C.R. 133, distinguished. Per Hidayatullah, J. The use of the word ""contemporaneous"" to describe the order to the banker meant no more than this that it was earlier in time and very soon after the amount was given. The word ""gift"" did not alter the nature of pay ment; the Maharaja indeed made a gift, as he had stated over again, but the order disclosed that it was by way of remuneration for past services. The Tribunal was within its rights in accepting one piece of evidence in preference to another, and the finding on the evidentiary value of the letter of the Maharaja was a matter essentially for the Tribunal to decide finally. The decision in P. Krishna Menon vs The Commissioner of Income tax, Mysore, Travancore Cochin and Coorg, Bangalore, [1959] Supp. 11 S.C.R. 133, was applicable and concluded the present case.",,1960,
36,The appellant who was carrying on business in food grains in partnership with an,police_related,The appellant who was carrying on business in food grains in partnership with another person submitted the returns of the income of the firm for the accounting years even after his partner 's death. It was found that certain income of the firm was concealed and the Income tax Officer not only assessed the firm to tax for the suppressed income but also imposed penalties for concealing the said income.,"Appeals to the higher income tax authorities failed and the appellant then applied to the High Court for a writ of certiorari quashing the orders of assessment and imposition of penalty on the ground inter alia that the firm was dissolved by his partner 's death and no penalty could be imposed after dissolution of the firm, The High Court rejected the petition. On appeal with the certificate of the High Court, Held, that by virtue of section 44 and other provisions of the Income Tax Act a partner of a dissolved partnership firm may not only be made liable to assessment for income tax for the accounting years but despite dissolution of the firm he may be made liable to pay penalty for concealing the income of the firm under section 28(1)(c) of the Act. The analogy of dissolution of a Hindu joint Family does not apply to dissolution of a partnership. Mareddi Krishna Reddy vs Income tax Officer, Tenali, , approved. Commissioner of Income tax vs Ravalaseema Oil Mills, and section V. Veerappan Chettiar vs Commissioner of Income tax, Madras, , disapproved. Mahankali Subbarao vs Commissioner of Income tax, , distinguished. The Legislature intended that the provisions of Ch. IV of the Act shall apply to a firm even after discontinuance of its business. In interpreting a fiscal statute the Court cannot proceed to make good deficiencies if there be any. In case of doubt it should be interpreted in favour of the tax payer. The expression ""assessment"" has different connotations an has been used in its widest connotation in Ch. IV and section 44 97 766 he Act. It is not restricted only to computation of tax but includes imposition of penalty on tax payers found in the process of assessment guilty of concealing income. Commissioner of Income tax, Bombay Presidency and Aden vs Khemchand Ramdas, , referred to. The Income tax Act provided a complete machinery for obtaining relief against improper orders passed by the Income tax Authorities and the appellant could not be permitted to abandon that machinery, and invoke the jurisdiction of the High Court under article 226 of the Constitution against the orders of the taxing authorities.",,1958,
37,"The appellants, who were dealers in Cotton yarn, obtained a license under the Ma",police_related,"The appellants, who were dealers in Cotton yarn, obtained a license under the Madras General Sales Tax Act, 1939 (IX of 1939). Section 5 of that Act exempted such dealers from pay ment of sales tax under section 3 of the Act subject to such restrictions and conditions as might be prescribed, including the conditions as to licenses and license fees.","Section 13 required a licensee to keep and maintain true and correct accounts of the value of the goods sold and paid by him. Rule 5 of the General Sales Tax Rules provided that any person seeking exemption under section 5 of the Act must apply for license in Form 1 which made the license subject to the provisions of the Act and the rules made thereunder. The appellants on surprise inspection were found to maintain two separate sets of accounts, on the basis of one of which they submitted their returns and the other 737 showed black market activities. The question for determination in the appeal was whether the appellants who had been refused exemption and were assessed to tax, could claim exemption under the Act. Held, that the question must be answered in the negative. Section 5 of the Madras General Sales Tax Act, 1939, pro perly construed, leaves no manner of doubt that an exemption from assessment thereunder is clearly conditional upon the observance by the assessee of the conditions and restrictions imposed by the Act, either in the rules or in the license itself, and the words 'subject to ' used by the section means ""conditional upon"". It was not correct to say that licensee was exempt from assessment so long as he held the license notwithstanding any breach of the provision of the law and that the only penalty he could be subjected to was the cancellation of his license or criminal prosecution.",,1958,
38,"Section 20(1) of the (XXVII of 1953), read with the proviso, is a perfectly reas",police_related,"Section 20(1) of the (XXVII of 1953), read with the proviso, is a perfectly reasonable provision and in the interest of the employees and it is not correct to say that it can apply only to the direct recruits of the existing air 812 companies and not at all to loaned employees working under them. The two conditions of its applications are (i) that the officer or employee was employed by the existing air company on July 1, 1952, and (ii) that he was still in its employment on August 1, 1953, the appointed day.","In the instant case where the appellants who had been recruited by the Scindia Steam Navigation Co., Ltd., and on purchase by it of the Air Services of India Ltd., loaned to the latter, and were working under its direction and control on and between the said dates and being paid by it, Held, that in law they were the employees of the Air Ser vices of India from the appointed day, notwithstanding the existence of certain special features of their employment, and as such governed by section 20(1) of the Act and since they did not exercise the option given to them under the proviso, they became employees of the Corporation established under the Act and ceased to have any rights against the original employers. Nokes vs Doncaster Amalgamated Collieries Ltd., [1940] A.C. 1014, considered.",,1959,
39,A Subordinate Judge dismissed an application by a decree holder for adjournment ,police_related,"A Subordinate Judge dismissed an application by a decree holder for adjournment of an execution case and by the same order dismissed the execution case itself without informing the decree. holder 's pleader that the application for adjournment had been dismissed and asking him whether be had to make any submission in 137 the matter of the execution case, and an application for restoration of the execution case setting aside the order of dismissal, the Subordinate Judge, finding that he had committed an error which had resulted in denial of justice restored the execution case in the exercise of the inherent powers of the court under section 151, Civil Procedure Code.","The judgment debtor preferred an appeal and an application, for revision to the High Court against this order. The High Court held that the appeal was not maintainable but set aside the order of the Subordinate Judge in the exercise of its revisional powers and remanded the case to the Subordinate Judge for fresh disposal after considering whether it would have been possible for the decree holder to take any further steps in connection with the execution application after the dismissal of the application for adjournment: Held, (i) that the order of the Subordinate Judge dismissing the execution case without giving an opportunity to the decree holder 's pleader to state what he had to say the case itself was bad and was rightly set aside by the court its own initiative in exercise of its inherent powers. (ii)The High Court had no jurisdiction in the exercise of its appellate powers to reverse the order of restoration as that order by itself did not amount to a final determination of any question relating to execution, discharge or satisfaction of a decree within the meaning of section 47, Criminal Procedure Code, and an order made under section 151, Criminal Procedure Code, simpliciter is not an appealable order. Akshia Pillai vs Govindarajulu Chetty (A.I.R. 1924 Mad. 778), Govinda Padayachi vs Velu Murugiah Chettiar (A.I.R. and Noor Mohammad vs Sulaiman Khan (A.I.R. 1943 Oudh 35) distinguished. (iii)As the order of the Subordinate Judge was one that he had jurisdiction to make, and as he had, in making that order, neither acted in excess of his jurisdiction or with material irregularity nor committed any breach of procedure, the High Court acted in excess of its revisional jurisdiction under section 115, Civil Procedure Code, and the order of remand and all proceedings taken subsequent to that order were illegal. Section 115, Civil Procedure Code, applies to matters of jurisdiction alone, the irregular exercise or non exercise of it or the illegal assumption of it, and if a subordinate court had jurisdiction to make the order it has made and has not acted in breach of any provision of law or committed any error of procedure which is material and may have affected the ultimate decision, the High Court has no power to interfere, however profoundly it may differ from the conclusions of that court questions of fact or law. Rajah Amir Hassan Khan vs Sheo Baksh Singh (1883 83) 11 I.A. 237, Bala Krishna Udayar vs Vasudeva Aiyar (1917) 44 IA. 261, Venkatagiri Ayyangar vs Hindu Religious Endowments Board 138 1949) 76 I.A. 67, Joy Chand Lal Babu vs Kamalaksha Chowdhury 1949)76 I.A.131 and Narayan Sonaji vs Sheshrao Vithoba (I.L.R. referred to. Mohunt Bhagwan Ramanuj Das vs Khettar Moni Dassi and Gulab Chand Bargur vs Kabiruddin Ahmed , dissented from.",,1951,
40,In a civil suit the respondent obtained a decree against his employer the appell,police_related,"In a civil suit the respondent obtained a decree against his employer the appellant company for a sum which included com pensation for wrongful termination of his service, arrears of salary, interest and costs of the suit, and then applied for execution of the decree. The Income tax Officer served a notice upon the respondent under section 46 of the Indian Income tax Act and applied to the District Judge that the appellant be permitted to deduct at source the income tax, surcharge and super tax on the sum awarded to the respondent and pay the same in the Government Treasury.","The appellant company also moved the executing court for a declaration that they were entitled and bound to deduct the tax due on the amount. The District judge directed the appellant company to pay the income tax and super tax to the Income Tax Department and pay the balance in Court together with a receipt for the income tax paid. In appeal the High Court reversed the order of the District judge and directed the execution of the decree as claimed by the respondent. On appeal by the appellant company, Held, that as no tax was assessed against the respondent the Income Tax Officer could not issue a notice under section 46(5) requiring the appellant company to deduct tax from the decretal amount. A substantial part of the decretal amount did not represent salary"" of the respondent: it consisted of compensation for wrongful termination of the respondent 's service, salary in lieu of six months ' notice, interest and costs of the suit. It was a judgment debt and no provision for payment of income tax was made in the decree which was liable to be executed as prayed by the respondent. The appellant company was not therefore entitled or bound to deduct income tax under section 18 sub section
(2) of the Act.",,1959,
